DVM ID,Practice Name,Active,Partner,State,Zip,Marketing Email Pref,Vet Users,Staff Users,totalRev,avgMonthlyRev,avgMonthlyRevPerUser,wRx,cRx,monthlyRxTot,clients,emails,bracket
5946,About Pets Inc,1,VBS Partner,FL,33572,Companion Animal,1,0,11815.42,984.62,984.62,2,1,0,2699,2135,1
2524,Sanford Oaks Animal Clinic,1,VBS Partner,TX,76012,Companion Animal,4,6,24341.57,2028.46,202.85,27,11,2,2698,1023,3
1785,Corpus Christi Animal Clinic,1,VBS Partner,TX,78404,Companion Animal,1,4,15617.35,1301.45,260.29,12,6,1,2573,1385,2
1987,Green Lane Veterinary Hospital,1,IMA Partner,PA,18054,Companion Animal,2,2,10039.3,836.61,209.15,25,16,2,2533,648,1
1979,Midway Animal Hospital,1,IMA Partner,GA,30004,Companion Animal,1,0,24083.89,2006.99,2006.99,39,19,3,2527,1704,3
2717,Centreville Square Animal Hospital,1,IMA Partner,VA,20121,Companion Animal,11,4,11550.49,962.54,64.17,97,57,8,2518,1926,1
5782,Dynamite Animal Hospital,1,VBS Partner,AZ,85262,Companion Animal,6,2,13283.69,1106.97,138.37,37,24,3,2453,1439,2
17380,Companion Animal Clinic,1,IMA Partner,FL,32666,Companion Animal,2,2,2617.43,218.12,54.53,3,3,0,2441,278,1
2544,"Sierra Veterinary Hospital, Inc.",1,VBS Partner,CA,93602,Companion Animal,3,2,4414.77,367.9,73.58,3,3,0,2373,418,1
2482,Firehouse Veterinary Clinic,1,VBS Partner,MA,2360,Companion Animal,2,4,1880.4,156.7,26.12,14,9,1,2346,1129,1
2677,Bells Ferry Veterinary Hospital,1,VBS Partner,GA,30102,Companion Animal,4,6,15546.85,1295.57,129.56,10,6,1,2346,1981,2
4232,Animal Medical Associates,1,VBS Partner,ME,4072,Companion Animal,3,5,16583.67,1381.97,172.75,46,29,4,2311,1328,2
5075,Ormewood Animal Hospital,1,VBS Partner,GA,30316,Companion Animal,2,5,3698.88,308.24,44.03,50,17,4,2263,2140,1
73091,Animal Doctors,1,VBS Partner,KY,40299,Companion Animal,1,1,27131.61,2260.97,1130.48,17,12,1,2248,262,3
2133,Guthrie Pet Hospital,1,IMA Partner,OK,73044,Companion Animal,1,3,5660.59,471.72,117.93,3,2,0,2246,1230,1
4427,Lookout Valley Pet Hospital LLC,1,VBS Partner,TN,37419,Companion Animal,4,3,18427.18,1535.6,219.37,5,4,0,2229,1010,2
2377,Parkville Animal Hospital,1,VBS Partner,MD,21234,Companion Animal,1,4,7194.17,599.51,119.9,19,13,2,2211,1539,1
2313,Town and Country North Veterinary Clinic,1,IMA Partner,GA,30075,Companion Animal,6,1,1127.1,93.93,13.42,0,0,0,2207,801,1
3427,Elburn Animal Hospital,1,VBS Partner,IL,60119,Companion Animal,5,3,7863.43,655.29,81.91,11,8,1,2191,552,1
2118,Mountain Park Animal Hospital,1,IMA Partner,GA,30047,Companion Animal,3,12,18261.33,1521.78,101.45,12,9,1,2164,1395,2
2862,Veterinary Associates of Hattiesburg,1,VBS Partner,MS,39402,Companion Animal,3,0,12243.83,1020.32,340.11,6,6,1,2117,1280,2
3330,Sleepy Hollow Animal Hospital,1,VBS Partner,NY,10591,Companion Animal,2,0,17020.85,1418.4,709.2,6,3,1,2105,1595,2
4233,Springlake Animal Hospital,1,VBS Partner,FL,32656,Companion Animal,2,1,5406.42,450.54,150.18,6,2,1,2097,428,1
2367,Glen Eagles Pet Hospital,1,IMA Partner,OK,73013,Companion Animal,1,1,14441.57,1203.46,601.73,7,5,1,2084,1415,2
5817,Animal Medical Center,1,VBS Partner,TX,76207,Companion Animal,1,1,20612.9,1717.74,858.87,144,72,12,2081,804,2
5821,Kindness Animal Hospital,1,VBS Partner,OK,74133,Companion Animal,3,1,2892.98,241.08,60.27,2,2,0,2066,1232,1
2033,All Breed Pet Care llc,1,IMA Partner,IN,47630,Companion Animal,1,0,4932.46,411.04,411.04,3,0,0,2055,539,1
16366,Town and Country Veterinary Clinic,1,VBS Partner,NE,68305,Companion Animal,4,3,4635.61,386.3,55.19,49,20,4,2041,165,1
4292,The Vet,1,VBS Partner,TX,75081,Companion Animal,3,1,17253.71,1437.81,359.45,127,46,11,2017,1428,2
4445,Schwenksville Veterinary Hospital,1,VBS Partner,PA,19473,Companion Animal,2,7,21887.23,1823.94,202.66,106,55,9,2003,1702,2
5434,Apopka Veterinary Clinic,1,VBS Partner,FL,32703,Companion Animal,1,0,5742.26,478.52,478.52,23,16,2,1985,869,1
4685,Gibson Veterinary Clinic,1,VBS Partner,IL,60936,Companion Animal,8,2,8531.22,710.94,71.09,12,9,1,1976,1219,1
1883,"Crescent Veterinary Hospital, Inc.",1,IMA Partner,GA,30265,Companion Animal,1,1,12539.38,1044.95,522.47,36,36,3,1972,913,2
72836,Jaffe Animal Clinic,1,VBS Partner,FL,33432,Companion Animal,1,1,2309.35,192.45,96.22,4,4,0,1971,953,1
2582,New Canaan Veterinary Hospital,1,VBS Partner,CT,6840,Companion Animal,4,6,22820.22,1901.69,190.17,135,64,11,1928,1068,2
5819,Innovative Veterinary Medicine,1,VBS Partner,GA,31406,Companion Animal,4,10,14213.62,1184.47,84.6,45,25,4,1800,831,2
3157,Bay Creek Animal Clinic,1,VBS Partner,TX,77573,Companion Animal,3,2,14041.45,1170.12,234.02,82,66,7,1798,1288,2
4352,Dr Silvia's Mobile Veterinary Clinic,1,VBS Partner,CA,92688,Companion Animal,3,0,24845.46,2070.46,690.15,136,83,11,1786,924,3
5933,Redondo Veterinary Medical Center,1,VBS Partner,CA,90277,Companion Animal,2,3,12109.92,1009.16,201.83,16,9,1,1677,1159,2
3100,Middle Island Mobile Veterinary Clinic,1,VBS Partner,NY,11953,Companion Animal,1,0,24634.98,2052.92,2052.92,17,12,1,1670,0,3
2526,Merrimac Valley Animal Hospital,1,VBS Partner,MA,1913,Companion Animal,13,3,14503.78,1208.65,75.54,78,37,7,1643,1220,2
4221,Animal Blessings Pet Hospital,1,IMA Partner,MT,59804,Companion Animal,2,2,3029.85,252.49,63.12,50,14,4,1629,325,1
2044,Advanced Veterinary Medical Center,1,IMA Partner,MI,48336,Companion Animal,2,11,23634.35,1969.53,151.5,21,17,2,1612,1317,2
4668,Pond Point Animal Hospital,1,VBS Partner,CT,6460,Companion Animal,5,5,23611.74,1967.65,196.76,51,29,4,1603,1211,2
2098,Greenbrier Animal Care Center,1,IMA Partner,VA,23320,Companion Animal,3,3,6089.88,507.49,84.58,6,2,1,1595,1152,1
4551,The Whole Pet,1,VBS Partner,IL,60103,Companion Animal,11,8,9038.57,753.21,39.64,12,6,1,1539,1247,1
4256,Park Place Animal Hospital,1,VBS Partner,GA,30642,Companion Animal,3,0,6411.55,534.3,178.1,72,33,6,1515,753,1
1944,Conway Animal Clinic,1,IMA Partner,AR,72032,Companion Animal,1,1,1996.17,166.35,83.17,0,0,0,1498,1151,1
5713,Animal Care Hospital,1,VBS Partner,KS,67530,Companion Animal,2,3,5062.93,421.91,84.38,13,6,1,1492,109,1
2695,Brookhaven Cat Hospital,1,IMA Partner,NY,11733,Companion Animal,2,3,5434.29,452.86,90.57,25,13,2,1467,784,1
2926,Monarch Veterinary Hospital,1,VBS Partner,CA,92677,Companion Animal,3,3,8062.17,671.85,111.97,6,2,1,1450,1083,1
2132,Animal Clinic Of Platte County,1,IMA Partner,MO,64152-3543,Companion Animal,1,2,7536.22,628.02,209.34,114,43,10,1447,758,1
3658,Stone Hill Veterinary Clinic PC,1,VBS Partner,MI,49307,Companion Animal,5,0,10549.92,879.16,175.83,7,6,1,1440,383,1
4177,Dogwood Veterinary Hospital & Pet Resort,1,VBS Partner,NC,27517,Companion Animal,2,2,14977.65,1248.14,312.03,58,32,5,1432,1177,2
2945,The Animal Doctor,1,VBS Partner,CA,93004,Companion Animal,7,1,12021.91,1001.83,125.23,69,36,6,1398,870,2
4746,River Country Animal Wellness,1,VBS Partner,WI,53949,Companion Animal,1,0,9410.92,784.24,784.24,66,47,6,1386,368,1
5973,Veterinary Associates Stonefield,1,VBS Partner,KY,40223,Companion Animal,1,2,21944.15,1828.68,609.56,18,11,2,1370,1000,2
3580,Best Care Pet Hospital,1,VBS Partner,NE,68137,Companion Animal,2,4,22124.05,1843.67,307.28,163,89,14,1352,992,2
4343,VET Care Hospital and Pet Resort,1,IMA Partner,TX,76133,Companion Animal,1,12,17881.95,1490.16,114.63,24,10,2,1327,788,2
4371,Prospect Ridge Veterinary Hospital,1,VBS Partner,NJ,7052,Companion Animal,1,1,16039.4,1336.62,668.31,52,23,4,1318,639,2
2163,"Tugaloo Animal Hospital, PC",1,IMA Partner,GA,30553,Companion Animal,1,1,2028.99,169.08,84.54,27,3,2,1309,423,1
5941,Bedford Greenwich Animal Hospital,1,VBS Partner,NY,10506,Companion Animal,2,1,10559.6,879.97,293.32,20,14,2,1135,1083,1
2012,Anchorage Animal Hospital Inc.,1,IMA Partner,KY,40245,Companion Animal,4,1,18161.37,1513.45,302.69,19,16,2,1124,908,2
4298,University Drive Veterinary Hospital,1,VBS Partner,PA,16801,Companion Animal,2,5,6719.12,559.93,79.99,26,25,2,1031,498,1
3398,Sunset Whitney Veterinary Hospital,1,VBS Partner,CA,95677,Companion Animal,1,2,1103.34,91.95,30.65,8,5,1,1026,717,1
4304,"All Pets Veterinary Home Care, LLC",1,VBS Partner,NY,13760,Companion Animal,1,1,13801.72,1150.14,575.07,91,63,8,1024,252,2
1837,Pet Vac Animal Hospital,1,IMA Partner,SC,29301,Companion Animal,1,4,25371.19,2114.27,422.85,33,30,3,1020,495,3
5975,"Cat Care Professionals, LLC",1,VBS Partner,OR,97035,Companion Animal,3,4,15576.33,1298.03,185.43,240,74,20,1008,832,2
2046,Cross Creek Animal Medical Centre Inc.,1,IMA Partner,FL,33647,Companion Animal,4,0,15280.5,1273.38,318.34,40,26,3,972,883,2
1889,Shy Valley Animal Hospital,1,IMA Partner,TN,37641,Companion Animal,1,1,10241.62,853.47,426.73,0,0,0,934,311,1
6043,Sully Animal Hospital,1,IMA Partner,VA,20120,Companion Animal,6,2,8359.49,696.62,87.08,123,61,10,929,638,1
4176,Advanced Animal Care Center,1,VBS Partner,NY,11746,Companion Animal,2,0,15950.84,1329.24,664.62,15,10,1,921,758,2
3218,Cass County Animal Hospital,1,VBS Partner,MO,64012,Companion Animal,1,0,23785.86,1982.16,1982.16,150,109,13,804,380,2
4608,Caravan Vet,1,VBS Partner,MN,55404,Companion Animal,1,1,18528.56,1544.05,772.02,171,95,14,731,606,2
2146,Home Pet Vet LLC,1,VBS Partner,OR,97537,Companion Animal,3,1,2200.4,183.37,45.84,10,4,1,722,294,1
1966,Bluffs Animal Hospital,1,VBS Partner,FL,33408,Companion Animal,2,4,10998.16,916.51,152.75,36,19,3,712,520,1
3718,Kings Park Animal Hospital,1,VBS Partner,NY,11787,Companion Animal,1,0,3867.82,322.32,322.32,35,12,3,686,207,1
2014,Indian Street Animal Clinic,1,VBS Partner,FL,34997,Companion Animal,1,1,8940.82,745.07,372.53,40,24,3,654,569,1
2975,"The Cat Hospital of Fairfax, Inc",1,VBS Partner,VA,22030,Companion Animal,5,4,19763.09,1646.92,182.99,44,26,4,623,598,2
4414,Mobile Vet Squad,1,VBS Partner,NY,10804-2120,Companion Animal,1,1,16075.08,1339.59,669.8,42,34,4,562,398,2
4397,Santa Marietta Animal Hospital,1,VBS Partner,GA,30060,Companion Animal,3,0,12876.5,1073.04,357.68,118,17,10,97,8,2
4417,The Animal Doctor,1,VBS Partner,TX,76060,Companion Animal,1,1,27814.22,2317.85,1158.93,546,122,46,0,0,3
3884,Medicine River Animal Hospital,1,IMA Partner,FL,33708,Companion Animal,1,0,28375.76,2364.65,2364.65,433,160,36,0,0,3
4219,Mobile Veterinary Services,1,VBS Partner,FL,33836,Companion Animal,1,0,28277.9,2356.49,2356.49,398,173,33,0,0,3
5689,Nova Mobile Vet,1,VBS Partner,VA,22079,Companion Animal,1,1,20268.87,1689.07,844.54,348,139,29,0,0,2
3977,Vet House Calls for Pets Inc,1,VBS Partner,FL,33322,Companion Animal,1,0,19805.86,1650.49,1650.49,289,95,24,0,0,2
2399,Cache La Poudre Vet Clinic,1,IMA Partner,CO,80524,Companion Animal,2,2,26892.79,2241.07,560.27,271,84,23,0,0,3
2804,South Hall Veterinary Hospital,1,VBS Partner,GA,30566,Companion Animal,2,6,14940.74,1245.06,155.63,253,51,21,0,0,2
5737,All Around Veterinary Service,1,VBS Partner,KS,66846,Companion Animal,1,0,23242.45,1936.87,1936.87,245,93,20,0,0,2
4238,Capital Home Veterinary Care,1,VBS Partner,VA,23236,Companion Animal,2,0,29180.34,2431.7,1215.85,238,114,20,0,0,3
6846,Animal Hospital of Hasbrouck Heights,1,VBS Partner,NJ,7604,Companion Animal,1,0,6173.31,514.44,514.44,234,62,20,0,0,1
3496,"Monroe Animal Hospital, PA",1,VBS Partner,NC,28110,Companion Animal,3,1,20783.69,1731.97,432.99,224,206,19,0,0,2
5763,South Congress Veterinary Clinic,1,VBS Partner,TX,78704,Companion Animal,1,0,17487.42,1457.29,1457.29,221,66,18,0,0,2
4237,Hannah M Good DVM Community Mobile Vet,1,IMA Partner,CA,95060,Companion Animal,1,0,24094.43,2007.87,2007.87,217,49,18,0,0,3
4606,Mobile Veterinary Service of the Palm Beaches,1,VBS Partner,FL,33405,Companion Animal,1,0,23101.08,1925.09,1925.09,212,91,18,0,0,2
2881,Atlantic Animal Care,1,VBS Partner,NY,11201,Companion Animal,2,0,21149.14,1762.43,881.21,208,95,17,0,0,2
3093,South Shore Animal Services,1,VBS Partner,MA,2364,Companion Animal,2,5,17570.86,1464.24,209.18,202,80,17,0,0,2
3711,Healthy Pets Mobile Vet,1,VBS Partner,NC,27529,Companion Animal,1,0,13937.88,1161.49,1161.49,188,71,16,0,0,2
4342,California Pet Acupuncture and Wellness,1,VBS Partner,CA,90046,Companion Animal,1,0,19885.69,1657.14,1657.14,188,120,16,0,0,2
3743,Dixie Trail Animal Clinic,1,VBS Partner,NC,27607,Companion Animal,6,9,18002.05,1500.17,100.01,150,84,13,0,0,2
2840,MobilePetVet,1,IMA Partner,SC,29928,Companion Animal,1,0,19118.15,1593.18,1593.18,142,83,12,0,0,2
4443,Healing Hand Mobile Veterinary Service,1,VBS Partner,GA,30187,Companion Animal,1,0,6190.28,515.86,515.86,130,58,11,0,0,1
4064,My Vet Animal Hospital,1,VBS Partner,IL,60622,Companion Animal,7,2,26484.2,2207.02,245.22,126,32,11,0,0,3
5660,C.A.R.E.,1,VBS Partner,OR,97378,Companion Animal,1,1,2512.43,209.37,104.68,120,37,10,0,0,1
4081,Country Companions Veterinary Service,1,VBS Partner,CO,80536,Companion Animal,1,0,6666.14,555.51,555.51,114,61,10,0,0,1
5622,Hazlett Veterinary Services,1,VBS Partner,GA,31406,Companion Animal,1,0,10971.83,914.32,914.32,114,51,10,0,0,1
5836,Island Paws of Key West,1,VBS Partner,FL,33040,Companion Animal,1,0,8146.78,678.9,678.9,113,49,9,0,0,1
2116,Bethel Animal Hospital,1,IMA Partner,OH,43220,Companion Animal,7,0,15313.59,1276.13,182.3,106,68,9,0,0,2
4288,San Francisco Veterinary Housecalls,1,VBS Partner,CA,94109,Companion Animal,1,0,17422.85,1451.9,1451.9,106,62,9,0,0,2
1905,Breckenridge Animal Hospital,1,IMA Partner,KY,40220,Companion Animal,4,1,24935.32,2077.94,415.59,39,27,3,0,0,3
5547,All Creatures Veterinary Clinic,1,VBS Partner,WV,24740,Companion Animal,3,4,17813.17,1484.43,212.06,31,14,3,0,0,2
2516,Treaschwig Veterinary Clinic,1,VBS Partner,TX,77373,Companion Animal,1,3,2847.05,237.25,59.31,15,6,1,0,0,1
5617,Animal Medical Hospital,1,VBS Partner,AL,35077,Companion Animal,2,1,2584.1,215.34,71.78,6,5,1,0,0,1
3397,Animal Health Clinic,1,VBS Partner,MI,48430,Companion Animal,2,4,4402.93,366.91,61.15,4,2,0,0,0,1
1985,All Friends Animal Hospital,1,IMA Partner,CT,6360,Companion Animal,7,2,16335.71,1361.31,151.26,3,2,0,0,0,2
1891,Island Animal Hospital,1,IMA Partner,FL,33480,Companion Animal,4,1,6217.49,518.12,103.62,2,2,0,0,0,1
4167,9 Tel Animal Hospital,1,VBS Partner,MI,48033-3904,Companion Animal,1,0,6902.3,575.19,575.19,105,38,9,0,0,1
3822,The Visiting Vet,1,IMA Partner,FL,33414,Companion Animal,2,0,7217.47,601.46,300.73,104,42,9,0,0,1
5822,Murphy Road Animal Hospital,1,VBS Partner,TX,75048,Companion Animal,4,2,15508.61,1292.38,215.4,104,60,9,0,0,2
4170,East West Veterinary Service,1,VBS Partner,CO,80421,Companion Animal,1,0,6193.4,516.12,516.12,103,26,9,0,0,1
2388,Homefront Veterinary House Calls,1,VBS Partner,NY,11375,Companion Animal,1,0,5335.26,444.61,444.61,102,60,9,0,0,1
3168,Mostly Cats Veterinary Clinic,1,VBS Partner,IL,61111,Companion Animal,2,6,15621.69,1301.81,162.73,99,38,8,0,0,2
2570,Blue Ash-Montgomery Pet Hospital,1,VBS Partner,OH,45242,Companion Animal,1,0,16642.05,1386.84,1386.84,97,63,8,0,0,2
3010,Vet-On-Wheels,1,IMA Partner,NJ,7043,Companion Animal,1,0,8633.24,719.44,719.44,92,42,8,0,0,1
3867,Animal Medical Center,1,VBS Partner,OH,45066,Companion Animal,3,2,7375.59,614.63,122.93,92,55,8,0,0,1
4171,CENTRAL OHIO PET CARE,1,VBS Partner,OH,43011,Companion Animal,1,0,5363.05,446.92,446.92,92,36,8,0,0,1
3665,Assisi Drive Animal Hospital,1,IMA Partner,MN,55901,Companion Animal,3,4,21873.9,1822.83,260.4,86,77,7,0,0,2
4447,Your Pets Wellness,1,VBS Partner,IL,60647,Companion Animal,3,3,12338.78,1028.23,171.37,86,49,7,0,0,2
5672,Burnham Park Animal Hospital,1,VBS Partner,IL,60605,Companion Animal,7,1,11605.15,967.1,120.89,85,48,7,0,0,1
4502,Adams Vet2Pet,1,VBS Partner,VA,23434,Companion Animal,2,0,18484.22,1540.35,770.18,83,50,7,0,0,2
3321,All Creatures Mobile Veterinary Service,1,VBS Partner,TN,37869,Companion Animal,1,0,5129.09,427.42,427.42,81,14,7,0,0,1
6026,"Jaclyn Wolinski, DVM, PA",1,VBS Partner,MD,21830,Companion Animal,1,1,10173.31,847.78,423.89,81,44,7,0,0,1
2319,Olde Naples Animal Wellness Center,1,IMA Partner,FL,34102,Companion Animal,1,4,12465.39,1038.78,207.76,80,31,7,0,0,2
2466,Providence Veterinary Hospital,1,VBS Partner,PA,19013,Companion Animal,4,0,6757.88,563.16,140.79,79,26,7,0,0,1
2602,Walnut Plaza Veterinary Hospital,1,VBS Partner,TX,75006,Companion Animal,1,0,13264.38,1105.37,1105.37,76,67,6,0,0,2
2578,Yellow Springs Veterinary Clinic,1,VBS Partner,MD,21702,Companion Animal,4,1,15897.99,1324.83,264.97,73,43,6,0,0,2
3901,The Animal Hospital of Carrboro,1,VBS Partner,NC,27510,Companion Animal,5,11,16197.29,1349.77,84.36,73,33,6,0,0,2
2785,"Gay M. Zambrano, DVM Inc.",1,VBS Partner,CA,90680,Companion Animal,1,0,17688.11,1474.01,1474.01,72,43,6,0,0,2
3794,"Companion Animal House Calls, Ltd",1,VBS Partner,VA,23233,Companion Animal,1,0,7829.32,652.44,652.44,72,44,6,0,0,1
16699,Landis Veterinary Services,1,VBS Partner,MD,21769,Companion Animal,1,0,6366.05,530.5,530.5,72,24,6,0,0,1
4474,Green Paws Vet Care,1,VBS Partner,IL,60525,Companion Animal,3,9,7493.89,624.49,52.04,71,35,6,0,0,1
6003,Metro-East Home Vet Care,1,VBS Partner,IL,62269,Companion Animal,1,0,5247.01,437.25,437.25,71,36,6,0,0,1
2405,Three Notch,1,IMA Partner,MD,20636,Companion Animal,13,2,13649.29,1137.44,75.83,69,33,6,0,0,2
12134,Gruber Veterinary Services,1,VBS Partner,IN,46536,Companion Animal,1,0,16794.77,1399.56,1399.56,68,39,6,0,0,2
2737,"Veterinary Healing Arts, Inc.",1,VBS Partner,RI,2818,Companion Animal,1,2,29964.57,2497.05,832.35,67,46,6,0,0,3
3885,Four Paws Animal Hospital,1,VBS Partner,TX,75089,Companion Animal,2,0,7445.45,620.45,310.23,67,20,6,0,0,1
2164,All Creatures Great and Small Animal Hospital,1,IMA Partner,NJ,7004,Companion Animal,5,0,8626.7,718.89,143.78,66,14,6,0,0,1
2740,Animal Healing Solutions,1,VBS Partner,FL,32701,Companion Animal,1,0,5033.05,419.42,419.42,65,35,5,0,0,1
1882,Ridgeview Animal Clinic,1,IMA Partner,IN,47150,Companion Animal,3,14,16012.54,1334.38,78.49,64,34,5,0,0,2
2250,"PenBay Veterinary Associates, Inc",1,VBS Partner,ME,4856,Companion Animal,3,2,5111.89,425.99,85.2,64,25,5,0,0,1
2829,Loving Touch Animal Center,1,VBS Partner,GA,30087,Companion Animal,6,1,17351.42,1445.95,206.56,64,30,5,0,0,2
3430,Brandermill Animal Hospital,1,VBS Partner,VA,23112,Companion Animal,7,2,22565.61,1880.47,208.94,64,52,5,0,0,2
5867,Fairway Knolls Veterinary Hospital,1,VBS Partner,IL,61701,Companion Animal,1,0,3913.34,326.11,326.11,64,20,5,0,0,1
2434,Liverpool Village Animal Hospital,1,VBS Partner,NY,13088,Companion Animal,9,1,13099.96,1091.66,109.17,62,36,5,0,0,2
2560,Huron Animal Hospital,1,IMA Partner,CO,80260,Companion Animal,5,0,9073.77,756.15,151.23,62,53,5,0,0,1
2588,Lockwillow Avenue Animal Clinic,1,IMA Partner,PA,17112,Companion Animal,1,0,15330.75,1277.56,1277.56,61,27,5,0,0,2
3863,House Calls For Pets,1,VBS Partner,TX,78248,Companion Animal,1,0,10504.09,875.34,875.34,61,35,5,0,0,1
4402,Pawsitive Veterinary Healthcare,1,VBS Partner,OH,45373,Companion Animal,1,0,3873.87,322.82,322.82,59,33,5,0,0,1
2491,Sycamore Veterinary Hospital,1,VBS Partner,VA,23113,Companion Animal,7,2,21657.85,1804.82,200.54,56,34,5,0,0,2
3471,Flowers Mill Veterinary Hospital,1,VBS Partner,PA,19047,Companion Animal,3,2,29348.85,2445.74,489.15,56,30,5,0,0,3
5578,Extra Mile Vet,1,VBS Partner,OR,97007,Companion Animal,1,0,7713.53,642.79,642.79,56,30,5,0,0,1
2266,Beaver Lake Animal Hospital,1,IMA Partner,WA,98029,Companion Animal,1,1,9608.75,800.73,400.36,55,28,5,0,0,1
2733,Southside Animal Hospital,1,VBS Partner,TX,76903,Companion Animal,5,5,6288.8,524.07,52.41,53,42,4,0,0,1
5964,Pima North Animal Hospital,1,VBS Partner,AZ,85255-3617,Companion Animal,4,2,7419.34,618.28,103.05,53,27,4,0,0,1
2890,Carol Stream Animal Hospital,1,VBS Partner,IL,60188,Companion Animal,6,0,17360.78,1446.73,241.12,51,36,4,0,0,2
6021,Manchaca Village Veterinary Care,1,VBS Partner,TX,78748,Companion Animal,2,7,13273.65,1106.14,122.9,51,28,4,0,0,2
5645,North Buckeye Animal Hospital,1,VBS Partner,AZ,85326,Companion Animal,7,13,14767.46,1230.62,61.53,50,34,4,0,0,2
18356,Moon Mobile Vet,1,VBS Partner,GA,30052,Companion Animal,1,0,1068.11,89.01,89.01,50,18,4,0,0,1
3563,Whitehouse Animal Hospital,1,VBS Partner,OH,43571,Companion Animal,1,3,11716.63,976.39,244.1,49,48,4,0,0,1
10374,Paws To Tails,1,VBS Partner,NJ,7750,Companion Animal,1,0,3413.08,284.42,284.42,49,17,4,0,0,1
4041,Dedham Veterinary Associates,1,VBS Partner,MA,2026,Companion Animal,9,0,24175.26,2014.61,223.85,46,31,4,0,0,3
4294,Meadowbrook & Breckenridge Veterinary,1,IMA Partner,MI,48375,Companion Animal,4,2,6134.54,511.21,85.2,44,15,4,0,0,1
2260,Animal Hospital of Peak Plaza,1,IMA Partner,NC,27523,Companion Animal,3,1,11916.63,993.05,248.26,43,20,4,0,0,1
2754,Pocoshock Animal Hospital,1,VBS Partner,VA,23224,Companion Animal,6,5,21204.05,1767,160.64,43,26,4,0,0,2
4425,Atlantic Veterinary Hospital,1,VBS Partner,WA,98144,Companion Animal,4,1,6850.35,570.86,114.17,43,24,4,0,0,1
5603,Veterinary Center of Sarasota,1,VBS Partner,FL,34236,Companion Animal,1,3,19329.77,1610.81,402.7,42,18,4,0,0,2
3095,Plainfield Veterinary Hospital and Clinic,1,VBS Partner,CT,6374,Companion Animal,6,3,4192.18,349.35,38.82,41,20,3,0,0,1
5873,Black Fox Veterinary Hospital,1,VBS Partner,TN,37130,Companion Animal,3,1,2634.13,219.51,54.88,40,25,3,0,0,1
1994,Heritage & Arrow Springs Veterinary Hospitals,1,IMA Partner,OK,74145,Companion Animal,11,5,25816.03,2151.34,134.46,39,25,3,0,0,3
3147,Newport Mesa Animal Hospital,1,VBS Partner,CA,92627,Companion Animal,4,0,3204.15,267.01,66.75,39,6,3,0,0,1
4005,Humane Animal Clinic,1,VBS Partner,FL,34104,Companion Animal,5,10,3174.19,264.52,17.63,39,20,3,0,0,1
4328,Lifetime Pet Center- New Richmond,1,VBS Partner,OH,45157,Companion Animal,3,2,12473.67,1039.47,207.89,39,20,3,0,0,2
4497,Janesville Veterinary Clinic East,1,VBS Partner,WI,53545,Companion Animal,7,4,9678.44,806.54,73.32,39,28,3,0,0,1
2192,Stevens Veterinary Clinic,1,VBS Partner,IL,61434,Companion Animal,2,1,5698.86,474.91,158.3,38,27,3,0,0,1
2343,"Chicagoland Veterinary Behavior Consultants, PC",1,VBS Partner,IL,60188,Companion Animal,2,0,8868.6,739.05,369.53,38,31,3,0,0,1
4293,Palisades Veterinary Clinic,1,VBS Partner,DC,20016,Companion Animal,11,0,17747.4,1478.95,134.45,38,12,3,0,0,2
1840,Bridgeview Animal Hospital,1,IMA Partner,IN,46037,Companion Animal,8,5,24357.55,2029.8,156.14,37,26,3,0,0,3
2614,Emberton House Call Veterinary Clinic,1,IMA Partner,TN,37115,Companion Animal,1,1,4382.28,365.19,182.6,37,16,3,0,0,1
2988,Home Veterinary Care of Northern Virginia,1,IMA Partner,VA,22101,Companion Animal,9,4,12144.98,1012.08,77.85,37,13,3,0,0,2
4448,York Veterinary Housecalls,1,VBS Partner,PA,17402,Companion Animal,1,0,5287.58,440.63,440.63,37,17,3,0,0,1
3032,Mohnacky Animal Hospital of Carlsbad,1,VBS Partner,CA,92008,Companion Animal,16,11,5998.86,499.91,18.52,36,18,3,0,0,1
3558,S.I. Mobile Vet,1,IMA Partner,NY,10309,Companion Animal,1,0,5699.53,474.96,474.96,36,15,3,0,0,1
1972,New Glarus Veterinary Clinic LLC,1,IMA Partner,WI,53574,Companion Animal,1,1,8835.95,736.33,368.16,35,13,3,0,0,1
3533,Seaside Veterinary Care,1,VBS Partner,CA,92007,Companion Animal,1,0,18852.4,1571.03,1571.03,35,30,3,0,0,2
4187,"Animal Health Center, S.C.",1,VBS Partner,WI,53094,Companion Animal,4,3,8220.41,685.03,97.86,35,19,3,0,0,1
2912,Great Falls Animal Hospital,1,VBS Partner,VA,22066,Companion Animal,9,3,24929.19,2077.43,173.12,34,17,3,0,0,3
3652,Home Visit Veterinarian,1,IMA Partner,NY,11782,Companion Animal,1,1,7978.95,664.91,332.46,34,8,3,0,0,1
5771,Southpointe Veterinary Hospital,1,VBS Partner,MI,48101,Companion Animal,5,1,5984.04,498.67,83.11,34,22,3,0,0,1
4519,All Pets Veterinary Hospital,1,VBS Partner,NH,3062,Companion Animal,13,4,4060.11,338.34,19.9,33,13,3,0,0,1
1880,Valley Veterinary Clinic,1,IMA Partner,PA,18912,Companion Animal,1,1,24362.88,2030.24,1015.12,31,15,3,0,0,3
