DVM ID,Practice Name,Active,Catalog,Partner,MVM,VC,VFC1,Addr1,City,State,Zip,Go Live Date,Vet Users,Staff Users,Activated On,Emails,Total Revenue,Average,CM,Written Rx,Converted
3515,Flint Veterinary Clinic,1,VFC_00004746,VBS Partner,,215820,,18421 FM 2493,Flint,TX,75762,5/23/12,3,4,3/31/14,449,101033.79,846.1550649,FALSE,94,14
89906,Coldwater Animal Hospital,1,VFC_00006673,VBS Partner,,,,612 Coldwater Road,Rochester,NY,14624,4/2/14,2,2,9/26/14,1939,16929.37,887.5214286,TRUE,35,15
3056,Dr. Moomaw,1,VFC_00004707,VBS Partner,,213164,,2630 WOODMERE DR,DALLAS,TX,75233,5/23/12,1,,7/31/12,360,94793.51,840.2224359,FALSE,42,21
87086,Sunset Animal Clinic,1,VFC_00006817,IMA Partner,,,,8776 SW 72nd St,Miami,FL,33173,1/26/15,3,4,2/5/15,1117,7587.26,838.53375,TRUE,32,12
5827,Kingsbury Animal Hospital,1,VFC_00006201,VBS Partner,1789,219435,,420 N. Skinker Blvd,St. Louis,MO,63130,7/23/14,4,2,3/15/11,1997,93512.26,826.1401266,TRUE,45,15
103788,Lincolnway Veterinary Clinic,1,VFC_00006875,VBS Partner,,,,4043 Lincolnway E,Mishawaka,IN,46544,2/12/15,2,7,2/26/15,1267,2557.1,865.425,TRUE,39,9
3267,NVVA Companion Animal Clinic,1,VFC_00004651,IMA Partner,,214316,,10998 Clara Barton Drive,Fairfax Station,VA,22039,5/23/12,9,4,3/11/14,348,52881.22,861.8713043,FALSE,60,31
105500,Signature Veterinary Care,1,VFC_00006667,VBS Partner,,,,17239-3 Boca Club Blvd,Boca Raton,FL,33487,9/11/14,1,,9/25/14,197,21254.94,792.0713043,FALSE,33,11
74589,Crestwood Animal Hospital,1,VFC_00006452,VBS Partner,,,,6321 West Highway 146,Crestwood,KY,40014,11/21/13,4,2,12/13/13,2351,47264.35,813.0552174,TRUE,2,2
3436,Vienna Animal Hospital,1,VFC_00004165,VBS Partner,,215309,,531 Maple Avenue West,Vienna,VA,22180,11/4/14,5,,12/22/14,3047,31026.2,1035.426471,TRUE,34,24
84351,Reading Animal Clinic,1,VFC_00006956,IMA Partner,,,,1312 Main St,Reading,MA,1867,4/2/14,5,3,3/29/15,1017,2147.65,751.1,TRUE,5,2
78284,Carter Mobile Animal Care,1,VFC_00006486,VBS Partner,,,,6304 Walnut Grove Church Road,Hurdle Mills,NC,27541,2/9/14,1,,3/31/14,19,2441.03,853.225,FALSE,11,1
1968,"Stoney Creek Veterinary Hospital, Inc.",1,VFC_00000564,IMA Partner,,,,701 Kedron Ave,Morton,PA,19070,Unknown,6,5,2/19/14,4220,67992.94,877.6380357,TRUE,34,14
83394,Belle Forest Animal Hospital,1,VFC_00006986,IMA Partner,,,,154 Belle Forest Circle,Nashville,TN,37221,4/2/14,5,1,4/24/15,1636,2599.67,772.84,TRUE,46,18
1838,"Stonebrook Veterinary Clinic,PLLC",1,VFC_00000794,IMA Partner,,101192,,"7151 Preston Rd., Suite 411-D",Frisco,TX,75034,Unknown,3,3,4/16/13,2869,85326.29,802.3913889,TRUE,35,11
2417,Muddy Creek Animal Hospital,1,VFC_00004938,VBS Partner,,111,,5558 Muddy Creek Rd,West River,MD,20778,5/23/12,6,4,5/31/12,3298,74784.49,878.6555932,TRUE,126,47
91507,Royston Animal Hospital,1,VFC_00006748,VBS Partner,,,,2888 W. Main Street,Royston,GA,30662,4/2/14,8,7,1/5/15,2774,7888.84,920.535,TRUE,70,23
78582,Animal Hospital at Baldwin Park,1,VFC_00006500,VBS Partner,,,,946 Lake Baldwin Lane,Orlando,FL,32814,2/15/14,6,13,2/27/14,1739,34453.53,827.4869697,TRUE,140,57
5351,Valley Animal Hospital,1,VFC_00002070,VBS Partner,,220693,,4984 East 22nd Street,Tucson,AZ,85711,7/4/12,22,9,12/13/13,0,72881.04,840.0965574,FALSE,13,6
86521,North Paw Animal Hospital,1,VFC_00006804,VBS Partner,,,,5106 Guess Rd,Durham,NC,27712,4/2/14,7,1,1/29/15,2443,7293.6,791.83125,TRUE,35,8
84637,North Shore Animal Hospital,1,VFC_00006605,VBS Partner,,,,1 Neptune Blvd,Lynn,MA,1902,7/24/14,9,4,7/28/14,5683,25327.59,813.8954167,TRUE,51,37
111140,Bracken Equine Clinic,1,VFC_00006979,VBS Partner,,,,18675 Marbach Lane,San Antonio,TX,78266,3/24/15,1,3,4/3/15,0,1928.75,735.925,FALSE,0,0
106210,Asheville Veterinary Associates,1,VFC_00006697,VBS Partner,,,,1275 Sweeten Creek Rd,Asheville,NC,28803,10/20/14,4,13,10/23/14,1773,15178.44,794.0092857,TRUE,47,9
4042,Animal Medical Center,1,VFC_00004504,VBS Partner,,220738,,204 W 75th St,Kansas City,MO,64114,9/4/14,7,2,9/30/13,389,81387.62,811.4958462,FALSE,4,2
2269,Hamilton Veterinary Hospital,1,VFC_00000342,VBS Partner,,223672,,18 East Park Ave,Trenton,NJ,8610,12/14/12,7,4,2/16/11,2989,82780.97,793.9565217,TRUE,1,1
3443,Feather & Fur Animal Clinic,1,VFC_00004742,VBS Partner,,215374,,25 Kaneohe Bay Drive,Kailua,HI,96734,5/23/12,13,,9/30/14,6691,80517.46,821.9322581,TRUE,0,0
5908,"NODA Animal Hospital, PLLC",1,VFC_00006288,VBS Partner,,,,2909 North Davidson Street,Charlotte,NC,28205,1/28/13,1,1,7/16/13,844,59018.76,842.0237255,FALSE,118,49
3522,Downtown Veterinary Medical Hospitals,1,VFC_00004174,VBS Partner,,215863,,75 8TH AVE,New York City,NY,10014,4/29/14,15,5,4/18/14,490,30217.6,736.1671875,FALSE,9,4
2082,Best Pets Animal Clinic,1,VFC_00000877,IMA Partner,,80113,,104 Lawson Drive,Georgetown,KY,40324,6/10/14,1,,3/15/11,1186,77922.75,796.8649275,TRUE,20,15
2009,Centerville Animal Hospital,1,VFC_00000344,IMA Partner,,,,300 South Centerville Turnpike,Chesapeake,VA,23322,Unknown,5,4,4/2/12,3032,82437.32,765.8216216,TRUE,24,7
3458,Countryside Animal Hospital,1,VFC_00006261,VBS Partner,,215455,,3304 Canoe Creek Road,St Cloud,FL,34772,2/26/13,2,,12/11/13,952,67040.74,815.9098333,FALSE,30,14
3430,Brandermill Animal Hospital,1,VFC_00006255,VBS Partner,,215288,,12501 Hull Street rd,Midlothian,VA,23112,5/23/12,7,2,5/15/12,504,93933.13,787.9019697,FALSE,18,18
4111,Sunbury Animal Hospital,1,VFC_00005098,VBS Partner,,221729,,3920 State Route 890,Sunbury,PA,17801,5/23/12,15,6,6/25/14,3966,72141.33,787.158,TRUE,61,28
2341,Pine Village Veterinarian,1,VFC_00006229,VBS Partner,,226722,,120 Brown Rd,Wexford,PA,15090,12/18/12,3,2,2/28/14,523,65537.42,811.0924074,FALSE,14,9
2078,NVA Nickerson Animal Health Center,1,VFC_00006469,VBS Partner,,,,921 Nickerson Ave.,Benton Harbor,MI,49022,12/20/13,4,3,8/20/14,1466,70609.81,803.3970492,TRUE,2,2
4621,American Animal Hospital,1,VFC_00002048,IMA Partner,,,,11030 Emmet Street,Omaha,NE,68164,4/25/12,9,3,7/31/12,3075,74192.4,760.6122857,TRUE,197,43
104591,Bryant Veterinary Clinic,1,VFC_00006807,VBS Partner,,,,23170 Interstate 30 Frontage Rd,Bryant,AR,72022,1/13/15,1,1,1/23/15,357,3214.95,736.25,FALSE,2,2
2077,Battleground Hospital for Animals,1,VFC_00000399,IMA Partner,,194,,225 South Royal Oaks Blvd,Franklin,TN,37064,Unknown,3,3,7/1/11,2835,70916.03,807.4803333,TRUE,3,2
3103,Falls Church Animal Hospital,1,VFC_00004737,IMA Partner,,213364,,1249 W Broad St,Falls Church,VA,22046,5/23/12,14,3,3/11/14,734,46758.31,777.1352273,FALSE,137,41
1907,Olsen Vet Clinic,1,VFC_00000637,IMA Partner,,218015,,#2 Glen-Ed Professional Park,Glen Carbon,IL,62034,Unknown,1,,10/23/13,1106,66381.32,842.4747917,TRUE,1,1
89276,Creekside Animal Clinic,1,VFC_00006839,IMA Partner,,,,3744 Wadsworth Rd.,Norton,OH,44203,1/28/15,6,2,2/11/15,2800,5094.06,657.7966667,TRUE,3,3
5901,Sea Girt Animal Hospital,1,VFC_00006322,VBS Partner,,,,2129 Highway 35,Sea Girt,NJ,08750-1003,1/28/13,8,2,3/15/13,3017,50187.22,794.9353488,TRUE,15,7
5824,Bell Road Animal Medical Center,1,VFC_00006177,VBS Partner,1718,475,,2585 Bell Road,Montgomery,AL,36117,12/12/12,1,8,2/16/11,766,89308.76,759.9480303,FALSE,37,14
108154,Performance Equine Veterinary Services,1,VFC_00006797,VBS Partner,,,,17125 S. Highway 475,Summerfield,FL,34491,1/1/15,2,1,2/18/15,0,4586.4,813.5125,FALSE,33,8
84448,Hartland Animal Hospital,1,VFC_00006721,VBS Partner,,,,6425 South Jackson Hwy,Horse Cave,KY,42749,4/2/14,2,1,11/21/14,221,4062.77,690.3425,FALSE,9,3
99329,Westcreek Animal Clinic,1,VFC_00006563,VBS Partner,,,,3313 Park Lake Drive,Fort Worth,TX,76133,4/23/14,3,5,6/11/14,1596,24814.91,753.9820833,TRUE,8,7
2507,Bay Country Veterinary Hospital,1,VFC_00003958,VBS Partner,,1053,,1197 Generals Highway,Crownsville,MD,21032,5/2/12,10,4,12/3/14,2501,12256.18,761.02,TRUE,35,9
94355,Back Bay Veterinary Clinic,1,VFC_00006744,VBS Partner,,,,288 Newbury Street,Boston,MA,2115,4/2/14,5,3,12/23/14,1996,7860,717.49,TRUE,94,23
86105,Community Animal Hospital,1,VFC_00006944,IMA Partner,,,,269 Titusville Road,Poughkeepsie,NY,12603,4/2/14,7,1,3/20/15,2044,3661.51,731.8066667,TRUE,16,7
5075,Ormewood Animal Hospital,1,VFC_00005752,VBS Partner,,226895,,749 Moreland Ave Suite C-104,Atlanta,GA,30316,11/3/14,2,5,10/24/14,1631,13659.91,811.2572727,TRUE,78,31
79859,Glen Ellyn Animal Hospital,1,VFC_00006538,IMA Partner,,,,21 South Park Boulevard,Glen Ellyn,IL,60137,3/31/14,8,2,2/4/15,4503,6452.03,931.0675,TRUE,77,12
110244,Animal Care of Oradell,1,VFC_00006895,IMA Partner,,,,2 Berkshire St,Oradell,NJ,7649,2/24/15,1,2,3/1/15,767,4657.76,743.49,FALSE,17,4
3512,Telegraph Road Animal Hospital,1,VFC_00004210,IMA Partner,,215781,,7863 Telegraph Road,Severn,MD,21144,5/23/12,10,2,1/8/15,1347,14312.38,869.15125,TRUE,30,14
2112,Southside Hospital for Animals,1,VFC_00000669,IMA Partner,,,,10515 Abercorn Street,Savannah,GA,31419,Unknown,7,2,11/16/12,483,67474.12,819.2032,FALSE,23,8
2536,Doc Side Veterinary Medical Center,1,VFC_00004698,VBS Partner,,1235,,1705 Bank Street,Baltimore,MD,21231,5/23/12,14,2,5/31/12,2288,81040.4,740.6668254,TRUE,46,24
5699,Hometown Veterinary Clinic,1,VFC_00006226,VBS Partner,,,,P.O. Box 3215,Peoria,IL,61612,2/6/13,3,1,1/3/14,438,63604.28,774.0136842,FALSE,19,18
5632,Hickory Flat Animal Hospital,1,VFC_00006116,VBS Partner,,,,2939 E. Cherokee Drive,Canton,GA,30115,10/1/12,6,1,12/11/13,829,58763.8,785.5414286,FALSE,5,2
2450,Fairland Animal Hospital,1,VFC_00004298,VBS Partner,,509,,13425 Old Columbia Pike,Silver Spring,MD,20904,5/23/12,5,2,3/15/13,2631,58685.37,782.81,TRUE,18,12
73091,Animal Doctors,1,VFC_00006440,VBS Partner,,,,10129 Taylorsville Road,Jeffersontown,KY,40299,11/3/13,1,1,12/13/13,244,38195.2,739.7491667,FALSE,5,2
98341,Franklin Equine Services,1,VFC_00006837,VBS Partner,,,,4660 Murfreesboro Road,Franklin,TN,37067,4/2/14,1,3,2/9/15,0,5234.71,789.102,FALSE,3,1
1943,Virginia Beach Veterinary Hospital,1,VFC_00000512,IMA Partner,,217874,,2013 Pleasure House Rd,Virginia Beach,VA,23455,Unknown,4,3,5/2/11,2731,53499.51,757.6389362,TRUE,3,0
88236,Escanaba Veterinary Clinic,1,VFC_00006805,VBS Partner,,,,618 Stephenson Avenue,Escanaba,MI,49829,4/2/14,5,3,1/26/15,1283,5015.01,728.515,TRUE,123,28
3234,Amazon Animal Hospital,1,VFC_00003930,VBS Partner,,214089,,1172 Third Avenue,Chula Vista,CA,91911,8/29/14,1,1,9/17/14,276,18207.21,804.4906667,FALSE,3,1
3049,Carver Lake Veterinary Center,1,VFC_00004609,VBS Partner,1708,213133,,2201 Ventura Dr.,Woodbury,MN,55125,5/9/12,5,1,3/1/11,1237,77162.51,730.97375,TRUE,26,15
110551,O'Connor Road Animal Hospital,1,VFC_00006923,VBS Partner,,,,12014 Independence Avenue,San Antonio,TX,78233,3/5/15,4,4,4/6/15,1801,568.6,568.6,TRUE,0,0
2221,Bonita Veterinary Hospital,1,VFC_00000871,IMA Partner,,,,4155 Bonita Beach Road,Bonita Springs,FL,34134,Unknown,4,1,5/2/11,2669,41075.24,815.56,TRUE,2,1
2413,Heartwood Animal Hospital,1,VFC_00004809,VBS Partner,,80,,3091 May's Crossroads Road,Youngsville,NC,27596,5/23/12,9,,4/7/14,878,57429.45,837.4797368,FALSE,41,22
102138,Noah's Landing Pet Care Clinic,1,VFC_00006638,VBS Partner,,,,3929 E. Jackson Blvd,Elkhart,IN,46516,8/11/14,3,2,8/17/14,1716,17573.19,719.3544444,TRUE,76,18
1878,Enfield Animal Hospital,1,VFC_00002001,IMA Partner,,,,26 Oliver Road,Enfield,CT,6082,Unknown,7,2,12/1/11,1059,69447.93,707.5118966,TRUE,3,3
4607,Clover Valley Vet,1,VFC_00004445,VBS Partner,,,, 3805 SE Donato Lane,Port Orchard,WA,98367,5/9/12,2,3,1/31/13,0,24112.91,936.7716667,FALSE,19,11
2080,Grace Animal Hospital and Pet Lodge,1,VFC_00000810,IMA Partner,,219129,,147 Charter Oak Road,Lexington,SC,29072,Unknown,4,1,3/30/11,1410,68164.81,747.7210909,TRUE,6,4
5587,Vestal Veterinary Hospital,1,VFC_00006078,VBS Partner,,,,2316 Vestal Parkway E,Vestal,NY,13850,7/10/13,8,2,1/26/15,3702,2203.85,1084.71,TRUE,0,0
5914,DeKalb Animal Hospital,1,VFC_00006263,IMA Partner,,,,4070 Lawrenceville Highway,Tucker,GA,30084,3/1/13,4,15,5/19/14,3425,50340.36,765.3045238,TRUE,15,11
1840,Bridgeview Animal Hospital,1,VFC_00000084,IMA Partner,,219740,,11740 Olio Road,Fishers,IN,46037,Unknown,8,5,5/2/11,1488,59232.89,741.8832558,TRUE,3,2
4101,Wexford Veterinary Hospital,1,VFC_00005191,IMA Partner,,221549,,10309 Perry Highway,Wexford,PA,15090,5/23/12,7,1,2/28/13,2360,68890.28,768.1878846,TRUE,0,0
89849,Cypress Creek Animal Hospital,1,VFC_00006710,IMA Partner,,,,25227 Wesley Chapel Blvd,Lutz,FL,33559,4/2/14,2,3,11/7/14,1152,10979.03,813.0314286,TRUE,53,26
1890,"Brandywine Valley Veterinary Hospital, Inc.",1,VFC_00000606,IMA Partner,,,,2580 Strasburg Road,Coatesville,PA,19320,Unknown,5,,1/18/11,1676,62717.41,777.473125,TRUE,16,11
80089,"Country Oaks Animal Hospital and Kennel, Inc",1,VFC_00006820,IMA Partner,,,,1412 Belcher Road,Palm Harbor,FL,34683,1/27/15,1,7,2/27/15,1064,860.35,555.45,TRUE,0,0
3391,Animal Care Clinic,1,VFC_00003157,VBS Partner,,215037,,215 S 2nd St,Branson,MO,65616,9/9/14,2,4,9/22/14,775,14153.69,815.176,FALSE,83,26
3778,Dominion Animal Hospital,1,VFC_00004700,VBS Partner,,217835,,795 Station Street,Herndon,VA,20170,5/23/12,10,10,10/15/12,1961,72630.53,770.2733333,TRUE,20,7
2001,Midshore Veterinary Service,1,VFC_00000686,IMA Partner,,82142,,602 Dutchmans Lane,Easton,MD,21601,Unknown,4,12,5/31/11,1852,64447.38,817.4166667,TRUE,20,6
3146,Vet To Pet LLC,1,VFC_00006296,VBS Partner,,213602,,9618 Castleton Drive,Allison Park,PA,15101,5/23/12,2,1,12/13/13,986,74209.72,772.8430909,FALSE,7,3
92506,Brook Farm Veterinary Center,1,VFC_00006588,VBS Partner,,,,2371 Route 22,Patterson,NY,12563,6/6/14,1,7,6/12/14,2951,19681.44,762.7005882,TRUE,2,2
86969,All Creatures Animal Clinic,1,VFC_00006844,VBS Partner,,,,3438 East Lake Rd Ste 11,Palm Harbor,FL,34685,4/2/14,1,3,2/12/15,488,6041.06,627.09,FALSE,195,27
3100,Middle Island Mobile Veterinary Clinic,1,VFC_00004921,VBS Partner,,213360,,PO BX 568,Middle Island,NY,11953,5/23/12,1,,12/17/12,194,70759.7,751.8084314,FALSE,3,3
3195,Animal Hospital of Redondo Beach,1,VFC_00006387,VBS Partner,,213906,,820 Torrance Boulevard,Redondo Beach,CA,90277,5/23/12,7,11,8/31/13,2881,53781.72,758.2568293,TRUE,23,11
103959,Dublin Veterinary Hospital,1,VFC_00006887,IMA Partner,,,,391 W. Dublin Pike,Perkasie,PA,18944,2/23/15,2,2,3/2/15,715,2976.8,725.1666667,FALSE,20,9
4742,Lawndale Veterinary Hospital,1,VFC_00006409,VBS Partner,,216838,,4314 Lawndale Drive,Greensboro,NC,27455,9/25/13,6,2,9/18/13,2487,36652.42,774.5753333,TRUE,26,13
2586,Bay Area Veterinary Hospital,1,VFC_00004545,VBS Partner,,101211,,1520 Postal Rd,Chester,MD,21619,5/23/12,8,5,5/15/12,1116,75071.72,786.3744898,TRUE,29,22
79419,Animal Hospital & Laser Center of South Carolina,1,VFC_00006521,VBS Partner,,,,"13057 Ocean Highway, D",Pawleys Island,SC,29585,3/28/14,2,2,3/18/14,858,30621.55,703.7958621,FALSE,64,23
2106,Arbor Creek Animal Hospital,1,VFC_00000121,IMA Partner,,218578,,15971 So. Bradley Dr.,Olathe,KS,66062,Unknown,1,2,7/17/11,1762,60134.07,735.0128261,TRUE,0,0
2582,New Canaan Veterinary Hospital,1,VFC_00004944,VBS Partner,1763,101195,,7 Vitti St.,New Canaan,CT,6840,5/23/12,4,6,12/13/13,1244,58787.91,847.9333333,TRUE,42,20
3521,Stone Oak Veterinary Clinic,1,VFC_00006353,VBS Partner,,215859,,18854 Stone Oak Parkway,San Antonio,TX,78258,5/23/12,7,3,4/16/13,1612,44459.22,779.8248649,TRUE,56,27
5576,Van Stavern Small Animal Hospital,1,VFC_00006068,VBS Partner,,,,3102 Texas Ave. South,College Station,TX,77845,7/18/14,3,3,7/16/14,2696,16271.35,807.8218182,TRUE,20,4
1837,Pet Vac Animal Hospital,1,VFC_00000739,IMA Partner,,,,2920 Reidville Rd.,Spartanburg,SC,29301,Unknown,1,4,2/23/15,583,70477.13,701.6937931,FALSE,19,14
98858,Grogans Mill Pet Clinic,1,VFC_00006541,VBS Partner,,,,25206 Grogans Mill Road,Spring,TX,77380,4/13/14,4,6,3/18/14,394,25576.99,831.4063158,FALSE,0,0
90823,Animal Care Center of Tupelo,1,VFC_00006834,IMA Partner,,,,5362 Cliff Gookin Blvd,Tupelo,MS,38801,4/2/14,5,3,2/6/15,1052,4626.58,842.0766667,TRUE,59,9
79660,Malvern Veterinary Hospital,1,VFC_00006532,VBS Partner,,,,545 South Warren Avenue,Malvern,PA,19355,3/24/14,3,7,3/31/14,1298,24586.52,756.8285714,TRUE,3,1
110935,Mid Hudson Equine of Highland,1,VFC_00006952,IMA Partner,,,,Mobile Practice,Highland,NY,12528,3/17/15,1,1,3/25/15,0,1770.39,920.19,FALSE,2,1
4608,Caravan Vet,1,VFC_00004446,VBS Partner,,,,9 W FRANKLIN AVE STE 205,MINNEAPOLIS,MN,55404,5/9/12,1,1,5/15/12,462,34909.46,715.8132143,FALSE,87,34
86873,West Palm Animal Clinic,1,VFC_00006593,VBS Partner,,,,2254 N Military Trl,West Palm Beach,FL,33409,7/1/14,1,6,7/20/14,2128,14640.18,773.3958333,TRUE,59,24
4064,My Vet Animal Hospital,1,VFC_00004941,VBS Partner,,220992,,1643 W CORTLAND ST,CHICAGO,IL,60622,5/23/12,7,2,12/23/13,300,63257.38,719.9434615,FALSE,9,4
94373,Arcata Animal Hospital,1,VFC_00006910,IMA Partner,,,,1300 Giuntoli Ln,Arcata,CA,95521,4/2/14,3,2,3/12/15,1216,1480.32,813.68,TRUE,18,3
1841,Okaw Veterinary Clinic,1,VFC_00000292,IMA Partner,,215437,,140 W Sale Street,Tuscola,IL,61953,Unknown,1,2,4/15/11,614,66872.96,801.9392683,FALSE,9,1
104238,East Carolina Veterinary Service,1,VFC_00006829,IMA Partner,,,,2401 S. Charles Blvd,Greenville,NC,27858,2/1/15,2,1,2/25/15,1386,2562.6,715.55,TRUE,1,1
101050,Mountain Pointe Equine Veterinary Services,1,VFC_00008520,VBS Partner,,,,P.O. Box 471,Hackettstown,NJ,7840,10/24/14,1,2,10/27/14,0,8819.36,914.22,FALSE,13,9
3580,Best Care Pet Hospital,1,VFC_00004560,VBS Partner,,216328,,13212 Cottner St.,Omaha,NE,68137,5/23/12,2,4,5/15/12,897,70258.12,750.9012,FALSE,89,47
5830,Sunflower Animal Hospital,1,VFC_00006202,VBS Partner,1665,213141,,6320 Monrovia,Shawnee,KS,66216,12/12/12,2,,12/11/13,938,70487.94,725.2812245,FALSE,13,12
2618,Camboro Veterinary Hospital,1,VFC_00004588,VBS Partner,,201370,,5989 Route 6N,Edinboro,PA,16412,5/23/12,10,1,12/11/13,3017,56490.95,807.0466667,TRUE,39,10
82902,Arthur Veterinary Clinic,1,VFC_00006769,VBS Partner,,,,705 S. Vine Street,Arthur,IL,61911,4/2/14,4,4,12/22/14,335,6937.4,688.0916667,FALSE,59,20
3754,Legacy Veterinary Hospital,1,VFC_00004877,IMA Partner,,217595,,5399 Warren Pkwy,Frisco,TX,75034,5/23/12,8,7,2/6/14,550,46617.05,782.0751613,FALSE,7,1
1997,Concord Pike Veterinary Hospital,1,VFC_00000430,VBS Partner,,222403,,12 Beaver Valley Road,Chadds Ford,PA,19317,7/22/14,5,3,3/11/14,1564,62307.91,744.4817778,TRUE,2,2
85702,Haile Plantation Animal Clinic,1,VFC_00008495,VBS Partner,,,,5231 SW 91st Dr,Gainesville,FL,32608,7/8/14,5,2,6/22/14,2464,16477.61,868.433,TRUE,4,1
83422,Lewiston Veterinary Hospital,1,VFC_00006788,IMA Partner,,,,75 Stetson Road,Lewiston,ME,4240,12/29/14,6,5,1/2/15,2237,5953.33,759.458,TRUE,71,15
2147,Cass Pet Supply Corp.,1,VFC_00000379,VBS Partner,,219248,,5793 Rt. 78 N.,Virginia,IL,62691,12/3/14,3,5,12/18/14,272,5557.92,1217.6,FALSE,0,0
105275,"Furry Friends Mobile Vet, LLC",1,VFC_00006651,VBS Partner,,,,Mobile Practice,Brick,NJ,8724,8/27/14,1,,9/5/14,208,14105.06,876.3642857,FALSE,14,8
2044,Advanced Veterinary Medical Center,1,VFC_00000450,IMA Partner,,,,30470 Grand River Ave.,Farmington Hills,MI,48336,Unknown,2,11,1/31/14,1241,58108.99,784.4594872,TRUE,14,10
99041,McKay's Mill Animal Hospital,1,VFC_00006551,VBS Partner,,,,"2090 Oxford Glen, Suite 1",Franklin,TN,37067,4/13/14,2,1,5/15/14,1294,25221.94,686.0395833,TRUE,5,1
3665,Assisi Drive Animal Hospital,1,VFC_00004519,IMA Partner,,216944,,1111 NW 14th Street,Rochester,MN,55901,5/23/12,3,4,5/15/12,1028,69528.93,752.3662222,TRUE,33,28
5762,Pet Kare Clinic,1,VFC_00006220,VBS Partner,1756,,,102 Anglers Dr,Steamboat,CO,80488,1/18/13,6,2,4/15/11,2238,50979.68,701.415122,TRUE,26,13
79595,Marlboro Animal Hospital,1,VFC_00006527,VBS Partner,,,,441 Lakeside Avenue,Marlboro,MA,1752,3/19/14,3,6,3/31/14,818,25664.83,743.4295,FALSE,17,10
109800,Atlantic Veterinary Care,1,VFC_00006871,VBS Partner,,,,11 Coastal Market Place,Damariscotta,ME,4543,2/9/15,2,2,3/19/15,847,2394.35,875.4,FALSE,9,4
2843,"King of Prussia Veterinary Hospital, PC",1,VFC_00004856,VBS Partner,,212201,,122 E Beidler Road,King of Prussia,PA,19406,5/23/12,3,1,7/16/13,1889,59408.5,739.5635714,TRUE,1,1
79840,Forest South Animal Hospital,1,VFC_00006535,IMA Partner,,,,24341 Western Avenue,University Park,IL,60484,4/14/14,9,3,4/7/14,2593,25202.29,653.4668,TRUE,12,4
106038,Whispering Pines Veterinary Care,1,VFC_00006685,VBS Partner,,,,3289 S Pellman Loop,Maple,WI,54854,10/10/14,1,,10/31/14,0,5530.56,695.9825,FALSE,3,3
5547,All Creatures Veterinary Clinic,1,VFC_00006100,VBS Partner,,,,1916 W. Main Street,Princeton,WV,24740,8/10/12,3,4,5/17/14,184,56884.31,711.0914634,FALSE,0,0
88450,Yarmouth Veterinary Center,1,VFC_00006671,VBS Partner,,,,75 Willow Street,Yarmouth,ME,4096,4/2/14,7,1,9/17/14,2216,14262.73,651.8814286,TRUE,47,20
98990,Valparaiso Value Veterinarian,1,VFC_00006546,VBS Partner,,,,170 Edge Avenue,Valparaiso,FL,32580,4/10/14,1,1,5/2/14,789,21035.49,746.7075,FALSE,1,1
109070,"Equine Services, LLC",1,VFC_00006813,VBS Partner,,,,3515 Hwy 231 N,Shelbyville,TN,37160,1/14/15,3,2,2/1/15,0,2976.43,720.855,FALSE,6,4
3496,"Monroe Animal Hospital, PA",1,VFC_00004350,VBS Partner,,215661,,207 E Phifer Street,Monroe,NC,28110,5/23/12,3,1,3/15/13,1421,52237.51,710.2521951,TRUE,76,67
3218,Cass County Animal Hospital.,1,VFC_00004614,VBS Partner,,214002,,8013 East 171st,Belton,MO,64012,5/23/12,1,,9/28/12,400,65290.07,735.6297619,FALSE,7,6
1897,North Country Animal Health Center PC,1,VFC_00000093,IMA Partner,,218652,,Dr David M Plante,Watertown,NY,13601,Unknown,7,6,11/1/13,5153,51461.83,718.6861905,TRUE,9,5
2912,Great Falls Animal Hospital,1,VFC_00004419,VBS Partner,,212506,,10125 Colvin Run Road,Great Falls,VA,22066,5/23/12,9,3,12/17/12,272,55457.63,735.7956098,FALSE,4,4
83365,Larkin Veterinary Center,1,VFC_00006808,VBS Partner,,,,2333 Penn Avenue,West Lawn,PA,19609,4/2/14,4,3,1/23/15,1665,5345.24,738,TRUE,37,14
1905,Breckenridge Animal Hospital,1,VFC_00000527,IMA Partner,,,,3451 Breckenridge Lane,Louisville,KY,40220,Unknown,4,1,7/17/11,1037,64438.02,742.4458537,TRUE,6,6
2205,Animal Wellness Inc.,1,VFC_00000391,IMA Partner,,,,137 S. State Road 7,Royal Palm Beach,FL,33414,Unknown,3,5,8/31/12,3112,59382.66,737.3967568,TRUE,36,7
4401,Live Oak Veterinary Clinic of Moncks Corner,1,VFC_00004891,VBS Partner,,226215,,735 S. Live Oak Drive,Moncks Corner,SC,29461,5/23/12,2,1,1/15/13,840,68822.97,669.8394231,FALSE,1,1
5817,Animal Medical Center,1,VFC_00006164,VBS Partner,1730,216552,,8106 W. University,Denton,TX,76207,1/7/13,1,1,3/30/11,457,57578.96,743.2740541,FALSE,59,36
3375,DeWitt Animal Hospital,1,VFC_00004696,VBS Partner,,214930,,145 Washington Street,Plainville,MA,2762,5/23/12,8,1,4/28/12,2220,56161.04,723.967381,TRUE,22,14
79225,Taylor Veterinary Hospital,1,VFC_00006516,VBS Partner,,,,1231 West Taylor Road,Turlock,CA,95382,3/9/14,11,2,3/24/14,2224,22706.54,725.4261111,TRUE,34,20
