DVM ID,Practice Name,Active,Partner,State,Zip,Marketing Email Pref,Vet Users,Staff Users, Past Year Revenue , avgMonthlyRev , avgMonthlyRevPerUser 
2443,Indian Creek Veterinary Hospital,1,VBS Partner,OH,43068,Companion Animal,6,21,4151.91,345.9925,12.81453704
2448,Davis Lake Animal Hospital,1,IMA Partner,NC,28269,Companion Animal,1,0,2585.89,215.4908333,215.4908333
2449,Haverford Animal Hospital,1,VBS Partner,PA,19041,Companion Animal,2,2,41222.57,3435.214167,858.8035417
2450,Fairland Animal Hospital,1,VBS Partner,MD,20904,Companion Animal,5,2,30616.96,2551.413333,364.487619
2452,Independence Animal Hospital,1,VBS Partner,KS,67301,Companion Animal,2,0,2882.55,240.2125,120.10625
2459,El Dorado Animal Hospital,1,VBS Partner,AR,71730,Companion Animal,2,0,3714.5,309.5416667,154.7708333
2463,Inwood Animal Center,1,VBS Partner,WV,25428,Companion Animal,18,2,9354.31,779.5258333,38.97629167
2464,Bel-Aire Veterinary Hospital,1,VBS Partner,NC,27409,Companion Animal,3,2,12986.03,1082.169167,216.4338333
2466,Providence Veterinary Hospital,1,VBS Partner,PA,19013,Companion Animal,4,0,6757.88,563.1566667,140.7891667
2469,Crossroads Animal Hospital,1,VBS Partner,OH,44136,Companion Animal,4,2,7860.55,655.0458333,109.1743056
2475,Cherry Valley Animal Clinic,1,VBS Partner,OH,43055,Companion Animal,1,0,9730.21,810.8508333,810.8508333
2482,Firehouse Veterinary Clinic,1,VBS Partner,MA,02360,Companion Animal,2,4,1880.4,156.7,26.11666667
2483,Shelby Street Veterinary Hospital,1,VBS Partner,KY,41042,Companion Animal,6,1,43829.51,3652.459167,521.779881
2487,Caroline Animal Hospital Inc.,1,VBS Partner,VA,22514,Companion Animal,7,1,33833.57,2819.464167,352.4330208
2491,Sycamore Veterinary Hospital,1,VBS Partner,VA,23113,Companion Animal,7,2,21657.85,1804.820833,200.5356481
2496,Coweta Vet Mobile Service,1,VBS Partner,OK,74429,Companion Animal,2,0,2578.13,214.8441667,107.4220833
2504,Waldorf Animal Clinic,1,VBS Partner,MD,20604,Companion Animal,9,1,942.99,78.5825,7.85825
2506,Oro Valley Pet Clinic,1,VBS Partner,AZ,85737,Companion Animal,1,0,3522.88,293.5733333,293.5733333
2507,Bay Country Veterinary Hospital,1,VBS Partner,MD,21032,Companion Animal,10,4,828.49,69.04083333,4.931488095
2512,"Coastside Veterinary Clinic, Inc.",1,VBS Partner,CA,94019,Companion Animal,2,1,14323.29,1193.6075,397.8691667
2515,Lovan Care Animal Clinic,1,VBS Partner,TX,77840,Companion Animal,1,0,44040.78,3670.065,3670.065
2516,Treaschwig Veterinary Clinic,1,VBS Partner,TX,77373,Companion Animal,1,3,2847.05,237.2541667,59.31354167
2519,Salmon Brook Veterinary Hospital,1,VBS Partner,CT,06035,Companion Animal,13,0,9239.58,769.965,59.22807692
2524,Sanford Oaks Animal Clinic,1,VBS Partner,TX,76012,Companion Animal,4,6,24341.57,2028.464167,202.8464167
2526,Merrimac Valley Animal Hospital,1,VBS Partner,MA,01913,Companion Animal,13,3,14503.78,1208.648333,75.54052083
2532,Refugee Canyon Veterinary Services,1,VBS Partner,OH,43025,Companion Animal,4,1,4785.33,398.7775,79.7555
2535,Mayfair Village Animal Hospital,1,IMA Partner,TX,76054,Companion Animal,2,0,866.48,72.20666667,36.10333333
2536,Doc Side Veterinary Medical Center,1,VBS Partner,MD,21231,Companion Animal,14,2,25351.69,2112.640833,132.0400521
2537,Lamoille Valley Veterinary Services,1,VBS Partner,VT,05655,Companion Animal,9,7,18119.36,1509.946667,94.37166667
2542,Camelot Court Animal Clinic,1,VBS Partner,KS,66209,Companion Animal,11,1,8901.06,741.755,61.81291667
2544,"Sierra Veterinary Hospital, Inc.",1,VBS Partner,CA,93602,Companion Animal,3,2,4414.77,367.8975,73.5795
2560,Huron Animal Hospital,1,IMA Partner,CO,80260,Companion Animal,5,0,9073.77,756.1475,151.2295
2565,Montville Animal Hospital,1,VBS Partner,NJ,07082,Companion Animal,12,2,42241.15,3520.095833,251.4354167
2569,Sunrise Pet Hospital,1,IMA Partner,CA,92808,Companion Animal,3,0,4211.89,350.9908333,116.9969444
2570,Blue Ash-Montgomery Pet Hospital,1,VBS Partner,OH,45242,Companion Animal,1,0,16642.05,1386.8375,1386.8375
2576,Somers Animal Hospital,1,VBS Partner,NY,10589,Companion Animal,8,2,11283.37,940.2808333,94.02808333
2577,Dr. Cindy and Community Veterinary Services,1,VBS Partner,FL,32635,Companion Animal,1,0,32723.52,2726.96,2726.96
2578,Yellow Springs Veterinary Clinic,1,VBS Partner,MD,21702,Companion Animal,4,1,15897.99,1324.8325,264.9665
2582,New Canaan Veterinary Hospital,1,VBS Partner,CT,06840,Companion Animal,4,6,22820.22,1901.685,190.1685
2583,Animal Medical Center,1,VBS Partner,TN,37312,Companion Animal,3,4,13800.32,1150.026667,164.2895238
2585,Bellefonte Animal Clinic,1,VBS Partner,KY,41169,Companion Animal,3,1,13951.66,1162.638333,290.6595833
2586,Bay Area Veterinary Hospital,1,VBS Partner,MD,21619,Companion Animal,8,5,25699.04,2141.586667,164.7374359
2588,Lockwillow Avenue Animal Clinic,1,IMA Partner,PA,17112,Companion Animal,1,0,15330.75,1277.5625,1277.5625
2591,Home Veterinary Service,1,VBS Partner,MN,55113,Companion Animal,1,1,3071.33,255.9441667,127.9720833
2594,Severna Park Veterinary Hospital,1,VBS Partner,MD,21146,Companion Animal,9,1,4360.6,363.3833333,36.33833333
2595,West Geauga Veterinary Hospital,1,VBS Partner,OH,44026,Companion Animal,6,1,1752.22,146.0183333,20.8597619
2597,Care First Animal Hospital at Oberlin,1,VBS Partner,NC,27608,Companion Animal,12,2,3012.55,251.0458333,17.93184524
2598,Nova Cat Clinic,1,VBS Partner,VA,22201,Companion Animal,11,2,47229.85,3935.820833,302.7554487
2600,Greater Annapolis Veterinary Hospital,1,VBS Partner,MD,21401,Companion Animal,41,32,115716.63,9643.0525,132.0966096
2602,Walnut Plaza Veterinary Hospital,1,VBS Partner,TX,75006,Companion Animal,1,0,13264.38,1105.365,1105.365
2603,Battery Creek Veterinary Hospital,1,IMA Partner,SC,29906,Companion Animal,1,0,22135.55,1844.629167,1844.629167
2604,Ardmore Animal Hospital,1,VBS Partner,PA,19003,Companion Animal,11,2,26002.73,2166.894167,166.6841667
2606,Holly Tree Animal Hospital,1,VBS Partner,SC,29681,Companion Animal,3,0,71446.65,5953.8875,1984.629167
2612,"Georgetown Animal Clinic, PC",1,VBS Partner,NY,14221,Companion Animal,11,1,2209.13,184.0941667,15.34118056
2614,Emberton House Call Veterinary Clinic,1,IMA Partner,TN,37115,Companion Animal,1,1,4382.28,365.19,182.595
2618,Camboro Veterinary Hospital,1,VBS Partner,PA,16412,Companion Animal,10,1,28199.09,2349.924167,213.6294697
2619,Salisbury Animal Hospital,1,VBS Partner,MD,21801,Companion Animal,2,3,77390.97,6449.2475,1289.8495
2620,Short Pump Animal Hospital,1,VBS Partner,VA,23059,Companion Animal,5,1,41862.73,3488.560833,581.4268056
2623,Cardiology Northwest,1,VBS Partner,OR,97035-3446,Companion Animal,2,2,3694.9,307.9083333,76.97708333
2629,Carnegie Hill Veterinarians,1,VBS Partner,NY,10128,Companion Animal,4,0,1989.22,165.7683333,41.44208333
2632,Pet Calls,1,VBS Partner,TX,76207,Companion Animal,1,0,6898.87,574.9058333,574.9058333
2649,Hyattsville Animal Hospital,1,VBS Partner,MD,20722,Companion Animal,3,1,30493.96,2541.163333,635.2908333
2651,Roslyn-Greenvale Veterinary Group,1,VBS Partner,NY,11548,Companion Animal,5,2,5775.38,481.2816667,68.75452381
2659,PetCalls Mobile Veterinary Clinic,1,VBS Partner,VA,20112,Companion Animal,1,0,1115.19,92.9325,92.9325
2661,Ridge Lake Animal Hospital,1,VBS Partner,VA,22192,Companion Animal,8,1,5100.38,425.0316667,47.22574074
2662,City Pets Vet,1,VBS Partner,NY,10019,Companion Animal,2,3,4445.9,370.4916667,74.09833333
2663,Four Corners Animal Hospital,1,VBS Partner,MD,20901,Companion Animal,3,4,9209.01,767.4175,109.6310714
2668,Coolridge Animal Hospital,1,IMA Partner,MD,20748,Companion Animal,8,2,3414.53,284.5441667,28.45441667
2671,Austin Avenue Pet Clinic,1,VBS Partner,TX,76801,Companion Animal,3,0,3025.5,252.125,84.04166667
2672,Jeff Parke DVM Housecalls,1,VBS Partner,WA,98112,Companion Animal,1,0,2775.43,231.2858333,231.2858333
2677,Bells Ferry Veterinary Hospital,1,VBS Partner,GA,30102,Companion Animal,4,6,15546.85,1295.570833,129.5570833
2681,Little River Veterinary Clinic,1,VBS Partner,VA,22032,Companion Animal,6,2,7109.67,592.4725,74.0590625
2690,Bees Ferry Veterinary Hospital,1,VBS Partner,SC,29414,Companion Animal,10,3,79116.46,6593.038333,507.1567949
2692,All Creatures Great and Small Veterinary Practice,1,VBS Partner,IL,60515,Companion Animal,5,1,3288.63,274.0525,45.67541667
2695,Brookhaven Cat Hospital,1,IMA Partner,NY,11733,Companion Animal,2,3,5434.29,452.8575,90.5715
2701,St. Marks Veterinary Hospital,1,IMA Partner,NY,10003,Companion Animal,20,0,2902.75,241.8958333,12.09479167
2705,Meadowbrook Animal Hospital,1,VBS Partner,PA,18942,Companion Animal,1,0,3124.64,260.3866667,260.3866667
2707,Bolton Veterinary Hospital,1,VBS Partner,CT,06043,Companion Animal,26,9,136432.78,11369.39833,324.8399524
2712,Spears Animal Hospital,1,VBS Partner,IL,62903,Companion Animal,3,1,3647.16,303.93,75.9825
2713,Sykesville Veterinary Clinic,1,VBS Partner,MD,21784,Companion Animal,7,0,20591.65,1715.970833,245.1386905
2716,Veterinary Specialty Hospital,1,VBS Partner,CA,92121,Companion Animal,11,0,1017.25,84.77083333,7.706439394
2717,Centreville Square Animal Hospital,1,IMA Partner,VA,20121,Companion Animal,11,4,11550.49,962.5408333,64.16938889
2728,Animal Wellness Clinic,1,IMA Partner,PA,17307,Companion Animal,1,2,3922.77,326.8975,108.9658333
2730,Pet Dominion,1,IMA Partner,MD,20855,Companion Animal,7,1,5077.85,423.1541667,52.89427083
2731,Lake Howell Animal Clinic,1,VBS Partner,FL,32751,Companion Animal,7,2,21565.69,1797.140833,199.6823148
2733,Southside Animal Hospital,1,VBS Partner,TX,76903,Companion Animal,5,5,6288.8,524.0666667,52.40666667
2735,Chantilly Animal Hospital,1,IMA Partner,VA,20151,Companion Animal,11,4,10237.54,853.1283333,56.87522222
2737,"Veterinary Healing Arts, Inc.",1,VBS Partner,RI,02818,Companion Animal,1,2,29964.57,2497.0475,832.3491667
2740,Animal Healing Solutions,1,VBS Partner,FL,32701,Companion Animal,1,0,5033.05,419.4208333,419.4208333
2742,Greater South River Animal Hospital,1,VBS Partner,MD,21037,Companion Animal,6,14,17650.63,1470.885833,73.54429167
2743,Guardian Pet Hospital,1,VBS Partner,TX,76209,Companion Animal,2,4,3404.14,283.6783333,47.27972222
2745,Parkview Veterinary Hospital,1,VBS Partner,CA,93940,Companion Animal,3,0,4027.69,335.6408333,111.8802778
2754,Pocoshock Animal Hospital,1,VBS Partner,VA,23224,Companion Animal,6,5,21204.05,1767.004167,160.6367424
2760,Alta-Wood Animal Hospital,1,VBS Partner,CA,94061,Companion Animal,1,2,1980.3,165.025,55.00833333
2761,Woodmar Animal Clinic,1,VBS Partner,IN,46324,Companion Animal,5,1,14670.52,1222.543333,203.7572222
2762,Millersville Animal Hospital,1,VBS Partner,MD,21108,Companion Animal,3,0,5058.34,421.5283333,140.5094444
2763,The Cat Clinic of Orange County,1,VBS Partner,CA,92627,Companion Animal,4,2,252.75,21.0625,3.510416667
2765,Choptank Animal Hospital,1,VBS Partner,MD,21613,Companion Animal,4,0,4350.17,362.5141667,90.62854167
2772,Green Cove Animal Hospital,1,VBS Partner,FL,32043,Companion Animal,2,0,12095.29,1007.940833,503.9704167
2773,Veterinary House Calls,1,VBS Partner,AL,36527,Companion Animal,1,0,32936.1,2744.675,2744.675
2779,Animal Hospital of San Antonio,1,VBS Partner,TX,78230,Companion Animal,1,3,8308.28,692.3566667,173.0891667
2781,Valley Animal Hospital,1,VBS Partner,NJ,07013,Companion Animal,6,1,4940.62,411.7183333,58.81690476
2784,"McKenzie Animal Hospital, PC",1,IMA Partner,OR,97478,Companion Animal,11,2,2523.64,210.3033333,16.17717949
2785,"Gay M. Zambrano, DVM Inc.",1,VBS Partner,CA,90680,Companion Animal,1,0,17688.11,1474.009167,1474.009167
2798,Heart of Chelsea Animal Hospital,1,VBS Partner,NY,10011,Companion Animal,16,5,96072.76,8006.063333,381.2411111
2804,South Hall Veterinary Hospital,1,VBS Partner,GA,30566,Companion Animal,2,6,14940.74,1245.061667,155.6327083
2810,Georgetown Veterinary Hospital,1,IMA Partner,DC,20007,Companion Animal,4,0,41172.83,3431.069167,857.7672917
2825,Shadowridge Veterinary Hospital- Vista,1,VBS Partner,CA,92083,Companion Animal,12,2,2190.9,182.575,13.04107143
2829,Loving Touch Animal Center,1,VBS Partner,GA,30087,Companion Animal,6,1,17351.42,1445.951667,206.5645238
2838,Hopmeadow Animal Hospital,1,VBS Partner,CT,06089,Companion Animal,4,1,5375.42,447.9516667,89.59033333
2840,MobilePetVet,1,IMA Partner,SC,29928,Companion Animal,1,0,19118.15,1593.179167,1593.179167
2843,"King of Prussia Veterinary Hospital, PC",1,VBS Partner,PA,19406,Companion Animal,3,1,23359.49,1946.624167,486.6560417
2853,Mapleshade Veterinary Hospital,1,VBS Partner,VA,22193,Companion Animal,4,2,4573.23,381.1025,63.51708333
2862,Veterinary Associates of Hattiesburg,1,VBS Partner,MS,39402,Companion Animal,3,0,12243.83,1020.319167,340.1063889
2881,Atlantic Animal Care,1,VBS Partner,NY,11201,Companion Animal,2,0,21149.14,1762.428333,881.2141667
2889,"Melrose Animal Clinic, P.C.",1,VBS Partner,MA,02176,Companion Animal,7,1,31983.34,2665.278333,333.1597917
2890,Carol Stream Animal Hospital,1,VBS Partner,IL,60188,Companion Animal,6,0,17360.78,1446.731667,241.1219444
2910,Kraft Mobile Veterinary Service,1,VBS Partner,WA,98291,Companion Animal,1,0,1062.7,88.55833333,88.55833333
2912,Great Falls Animal Hospital,1,VBS Partner,VA,22066,Companion Animal,9,3,24929.19,2077.4325,173.119375
2916,Dana-Capistrano Animal Clinic,1,VBS Partner,CA,92629,Companion Animal,1,2,2110.84,175.9033333,58.63444444
2923,Cross Veterinary Clinic,1,VBS Partner,MI,48439,Companion Animal,1,0,21391.11,1782.5925,1782.5925
2926,Monarch Veterinary Hospital,1,VBS Partner,CA,92677,Companion Animal,3,3,8062.17,671.8475,111.9745833
2935,Valley Veterinary Hospital,1,VBS Partner,WA,98926,Companion Animal,5,1,2787.96,232.33,38.72166667
2936,Colonial Animal Hospital,1,IMA Partner,VA,22150,Companion Animal,3,1,11852.16,987.68,246.92
2945,The Animal Doctor,1,VBS Partner,CA,93004,Companion Animal,7,1,12021.91,1001.825833,125.2282292
2950,Lenox Hill Veterinarians,1,VBS Partner,NY,10021,Companion Animal,8,1,5382.53,448.5441667,49.83824074
2951,Companion Animal Hospital,1,VBS Partner,NC,27614,Companion Animal,6,0,1357.78,113.1483333,18.85805556
2955,Desert Veterinary Clinic,1,VBS Partner,WA,99352,Companion Animal,7,2,11558.77,963.2308333,107.0256481
2964,Westchester Veterinary Group,1,VBS Partner,NY,10547,Companion Animal,3,1,2048.85,170.7375,42.684375
2966,Lexington Animal Hospital,1,VBS Partner,NJ,07066,Companion Animal,3,0,4141.8,345.15,115.05
2969,North Veterinary Clinic,1,VBS Partner,CT,06278,Companion Animal,5,0,916.6,76.38333333,15.27666667
2973,Prince William Animal Hospital,1,VBS Partner,VA,20110,Companion Animal,6,30,54481.26,4540.105,126.1140278
2974,Circle L Animal Hospital,1,VBS Partner,AZ,86323,Companion Animal,6,4,8233.77,686.1475,68.61475
2975,"The Cat Hospital of Fairfax, Inc",1,VBS Partner,VA,22030,Companion Animal,5,4,19763.09,1646.924167,182.9915741
2985,Center Veterinary Clinic,1,VBS Partner,CA,92126,Companion Animal,1,0,1053.7,87.80833333,87.80833333
2988,Home Veterinary Care of Northern Virginia,1,IMA Partner,VA,22101,Companion Animal,9,4,12144.98,1012.081667,77.8524359
2989,Stevenson Village Veterinary Hospital,1,VBS Partner,MD,21208,Companion Animal,2,0,7678.48,639.8733333,319.9366667
3002,Caring Hands Animal Hospital of Arlington,1,VBS Partner,VA,22206,Companion Animal,17,18,6294.27,524.5225,14.98635714
3005,Pasadena Animal Hospital,1,VBS Partner,MD,21122,Companion Animal,7,0,2772.44,231.0366667,33.0052381
3006,Spinnaker Veterinary Clinic,1,VBS Partner,MA,02726,Companion Animal,5,0,5877.01,489.7508333,97.95016667
3010,Vet-On-Wheels,1,IMA Partner,NJ,07043,Companion Animal,1,0,8633.24,719.4366667,719.4366667
3016,All Valley Pet Hospital,1,VBS Partner,CA,93454,Companion Animal,2,1,1245.47,103.7891667,34.59638889
3018,"Mac's Landing Veterinary Services, PC",1,VBS Partner,MI,49408,Companion Animal,4,2,4024.16,335.3466667,55.89111111
3029,Animal Medical Center of Mt. Washington,1,VBS Partner,MD,21209,Companion Animal,13,1,39424.79,3285.399167,234.671369
3030,"Valley Veterinary Service, Inc.",1,VBS Partner,PA,15012,Companion Animal,3,2,3622.8,301.9,60.38
3032,Mohnacky Animal Hospital of Carlsbad,1,VBS Partner,CA,92008,Companion Animal,16,11,5998.86,499.905,18.515
3048,Care Pets Animal Hospital,1,VBS Partner,IN,47172,Companion Animal,3,15,83338.95,6944.9125,385.8284722
3049,Carver Lake Veterinary Center,1,VBS Partner,MN,55125,Companion Animal,5,1,30378.33,2531.5275,421.92125
3056,Dr. Moomaw,1,VBS Partner,TX,75233,Companion Animal,1,0,33207.75,2767.3125,2767.3125
3057,River Oaks Animal Hospital,1,VBS Partner,FL,32779,Companion Animal,14,0,2927.5,243.9583333,17.42559524
3058,Colfax Veterinary Hospital,1,VBS Partner,CA,95713,Companion Animal,3,3,4295.68,357.9733333,59.66222222
3060,Evers Veterinary Clinic,1,VBS Partner,CA,95928,Companion Animal,5,5,8402.76,700.23,70.023
3067,Poolesville Veterinary Clinic,1,VBS Partner,MD,20837,Companion Animal,6,2,45552.11,3796.009167,474.5011458
3078,Maryland-Virginia Veterinary Behavioral Consulting,1,VBS Partner,MD,20914,Companion Animal,1,0,51484.35,4290.3625,4290.3625
3082,Veterinary Hospital of New Waverly,1,VBS Partner,TX,77358,Companion Animal,3,0,1851.55,154.2958333,51.43194444
3083,Pet House Calls PLLC,1,VBS Partner,NC,27612,Companion Animal,3,0,42532.95,3544.4125,1181.470833
3088,Fox Animal Hospital,1,VBS Partner,IL,60201,Companion Animal,4,3,4058.04,338.17,48.31
3089,Park Animal Hospital,1,VBS Partner,CA,94122,Companion Animal,16,0,14355.14,1196.261667,74.76635417
3093,South Shore Animal Services,1,VBS Partner,MA,02364,Companion Animal,2,5,17570.86,1464.238333,209.1769048
3095,Plainfield Veterinary Hospital and Clinic,1,VBS Partner,CT,06374,Companion Animal,6,3,4192.18,349.3483333,38.81648148
3100,Middle Island Mobile Veterinary Clinic,1,VBS Partner,NY,11953,Companion Animal,1,0,24634.98,2052.915,2052.915
3103,Falls Church Animal Hospital,1,IMA Partner,VA,22046,Companion Animal,14,3,29337.42,2444.785,143.8108824
3117,Symphony Veterinary Center,1,VBS Partner,NY,10025,Companion Animal,9,0,8396,699.6666667,77.74074074
3125,Uxbridge Animal Hospital,1,VBS Partner,MA,01569,Companion Animal,3,1,20052.64,1671.053333,417.7633333
3126,Complete Care,1,IMA Partner,NY,10301,Companion Animal,8,1,916.75,76.39583333,8.488425926
3127,Westerville Veterinary Clinic LLC,1,VBS Partner,OH,43081,Companion Animal,4,6,44261.87,3688.489167,368.8489167
3139,Sawnee Animal Clinic,1,VBS Partner,GA,30040,Companion Animal,2,0,4900.49,408.3741667,204.1870833
3140,Mohnacky Animal Hospital of Vista,1,VBS Partner,CA,92084,Companion Animal,13,8,6361.86,530.155,25.24547619
3142,Greenwood Animal Clinic,1,VBS Partner,IN,46142,Companion Animal,1,4,8540.63,711.7191667,142.3438333
3144,General Booth Veterinary Hospital,1,VBS Partner,VA,23456,Companion Animal,13,0,10143.98,845.3316667,65.02551282
3146,Vet To Pet LLC,1,VBS Partner,PA,15101,Companion Animal,2,1,33065.32,2755.443333,918.4811111
3147,Newport Mesa Animal Hospital,1,VBS Partner,CA,92627,Companion Animal,4,0,3204.15,267.0125,66.753125
3157,Bay Creek Animal Clinic,1,VBS Partner,TX,77573,Companion Animal,3,2,14041.45,1170.120833,234.0241667
3165,Crawford Animal Hospital,1,VBS Partner,WI,53228,Companion Animal,2,0,5117.18,426.4316667,213.2158333
3168,Mostly Cats Veterinary Clinic,1,VBS Partner,IL,61111,Companion Animal,2,6,15621.69,1301.8075,162.7259375
3173,The Animal Place Veterinary Hospital,1,VBS Partner,MD,20906,Companion Animal,7,1,4450.73,370.8941667,46.36177083
3174,Woodcrest Veterinary Clinic,1,VBS Partner,CA,92508,Companion Animal,3,0,2111.83,175.9858333,58.66194444
3176,Tomichi Pet Care Center,1,VBS Partner,CO,81230,Companion Animal,2,1,482.9,40.24166667,13.41388889
3177,Animal HealthCare Center,1,VBS Partner,FL,33467,Companion Animal,7,1,5877.45,489.7875,61.2234375
3183,Companions Animal Hospital,1,VBS Partner,ID,83706,Companion Animal,3,2,1935.24,161.27,32.254
3195,Animal Hospital of Redondo Beach,1,VBS Partner,CA,90277,Companion Animal,7,11,28458.44,2371.536667,131.752037
3214,University Parkway Animal Hospital,1,IMA Partner,TN,38305,Companion Animal,1,0,12700.53,1058.3775,1058.3775
3218,Cass County Animal Hospital,1,VBS Partner,MO,64012,Companion Animal,1,0,23785.86,1982.155,1982.155
3219,Griffith Small Animal Hospital,1,VBS Partner,TX,78731,Companion Animal,17,3,49811.68,4150.973333,207.5486667
3220,"Third Street Veterinary Clinic, PLLC",1,VBS Partner,NC,27344,Companion Animal,1,2,8003.05,666.9208333,222.3069444
3221,Animal Hospital of Clemmons,1,IMA Partner,NC,27012,Companion Animal,6,1,1288.5,107.375,15.33928571
3222,Honey Creek Animal Hospital,1,VBS Partner,IN,47802,Companion Animal,1,1,6006.56,500.5466667,250.2733333
3224,The Pet Doctor,1,IMA Partner,TN,38076,Companion Animal,1,1,44566.98,3713.915,1856.9575
3225,Noah's Ark Animal Hospital,1,VBS Partner,KY,40502,Companion Animal,2,0,15962.69,1330.224167,665.1120833
3228,The Carolinas Animal Hospital & Dental Clinic,1,VBS Partner,NC,28273,Companion Animal,9,9,4525.16,377.0966667,20.94981481
3231,Herbst Veterinary Hospital,1,VBS Partner,TX,78006,Companion Animal,6,1,2420.78,201.7316667,28.81880952
3234,Amazon Animal Hospital,1,VBS Partner,CA,91911,Companion Animal,1,1,6542.46,545.205,272.6025
3235,Broadway Veterinary Hospital and Wellness Center,1,IMA Partner,CA,95476,Companion Animal,6,0,3600.05,300.0041667,50.00069444
3237,Springfield Animal Hospital,1,VBS Partner,PA,19064,Companion Animal,3,1,4743.37,395.2808333,98.82020833
3245,Animal Diagnostic & Wellness Center,1,IMA Partner,FL,33617,Companion Animal,1,0,53488,4457.333333,4457.333333
3252,Animal Hospital of Mount Pocono,1,IMA Partner,PA,18344,Companion Animal,1,0,4220.53,351.7108333,351.7108333
3267,NVVA Companion Animal Clinic,1,IMA Partner,VA,22039,Companion Animal,9,4,33018.67,2751.555833,211.658141
3269,Friendship Hospital for Animals,1,VBS Partner,DC,20016,Companion Animal,57,1,18666.47,1555.539167,26.8196408
3276,Desert Veterinary Clinic PLC,1,VBS Partner,AZ,85364,Companion Animal,14,4,10525.27,877.1058333,48.72810185
3287,Ocean State Veterinary Specialists,1,VBS Partner,RI,02818,Companion Animal,20,2,4450.12,370.8433333,16.85651515
3294,Pets On Broadway Animal Hospital,1,VBS Partner,CO,80210,Companion Animal,4,1,13257.86,1104.821667,220.9643333
3301,County Animal Hospital,1,VBS Partner,NY,10956,Companion Animal,2,0,7960.06,663.3383333,331.6691667
3306,Atlantic Animal Hospital and Pet Care Resort,1,VBS Partner,NC,28405,Companion Animal,6,2,18921.95,1576.829167,197.1036458
3311,The Traveling Vet,1,VBS Partner,IL,60657,Companion Animal,1,0,393.75,32.8125,32.8125
3313,Animal Hospital of Lanesville,1,VBS Partner,IN,47136,Companion Animal,2,0,5521.14,460.095,230.0475
3314,Lake Austin Boulevard Animal Hospital,1,VBS Partner,TX,78703,Companion Animal,17,1,85067.25,7088.9375,393.8298611
3316,Family Pet Hospital,1,VBS Partner,GA,30188,Companion Animal,2,1,7703.14,641.9283333,213.9761111
3321,All Creatures Mobile Veterinary Service,1,VBS Partner,TN,37869,Companion Animal,1,0,5129.09,427.4241667,427.4241667
3323,Pet Vet Family Pet Care Center,1,IMA Partner,MI,49009,Companion Animal,7,1,2548.4,212.3666667,26.54583333
3330,Sleepy Hollow Animal Hospital,1,VBS Partner,NY,10591,Companion Animal,2,0,17020.85,1418.404167,709.2020833
3341,Animal Hospital of Montgomery,1,VBS Partner,AL,36109,Companion Animal,1,1,6799,566.5833333,283.2916667
3346,Animal Care Center of Weeki Wachee,1,VBS Partner,FL,34613,Companion Animal,3,0,12044.79,1003.7325,334.5775
3350,Radnor Veterinary Hospital,1,VBS Partner,PA,19087,Companion Animal,9,1,11735.32,977.9433333,97.79433333
3360,At Home Vet Care,1,VBS Partner,NY,10526,Companion Animal,1,0,3644.33,303.6941667,303.6941667
3363,Animal Medical Center,1,VBS Partner,PA,19426,Companion Animal,5,3,5099.82,424.985,53.123125
3366,Animal Dermatology Center of Chicago,1,VBS Partner,IL,60618,Companion Animal,2,2,9530.85,794.2375,198.559375
3375,DeWitt Animal Hospital,1,VBS Partner,MA,02762,Companion Animal,8,1,21416.63,1784.719167,198.3021296
3377,City Cat Doctor,1,IMA Partner,IL,60610,Companion Animal,11,2,1239.85,103.3208333,7.94775641
3380,Wheatland Animal Hospital,1,VBS Partner,IL,60564,Companion Animal,5,0,2318.76,193.23,38.646
3383,Animal General of Cranberry Township,1,VBS Partner,PA,16066,Companion Animal,4,2,8517.74,709.8116667,118.3019444
3387,Crossroads Mobile Vet,1,VBS Partner,MA,01772,Companion Animal,1,0,1336.38,111.365,111.365
3393,Acadia Veterinary Clinic,1,VBS Partner,CA,95014,Companion Animal,3,7,6302.4,525.2,52.52
3397,Animal Health Clinic,1,VBS Partner,MI,48430,Companion Animal,2,4,4402.93,366.9108333,61.15180556
3398,Sunset Whitney Veterinary Hospital,1,VBS Partner,CA,95677,Companion Animal,1,2,1103.34,91.945,30.64833333
3401,Berglund Animal Hospital,1,VBS Partner,IL,60201,Companion Animal,6,1,684.1,57.00833333,8.144047619
3403,"Clocktower Animal Hospital, Inc.",1,VBS Partner,VA,20171,Companion Animal,12,1,7028.98,585.7483333,45.0575641
3405,Manhasset Animal Hospital,1,VBS Partner,NY,11030,Companion Animal,1,1,1477.5,123.125,61.5625
3409,Heritage Square Animal Clinic,1,VBS Partner,TX,75044,Companion Animal,2,0,2646.35,220.5291667,110.2645833
3417,Campus Veterinary Clinic,1,VBS Partner,CA,94709,Companion Animal,5,1,3687.53,307.2941667,51.21569444
3421,Manheim Pike Veterinary Hospital,1,VBS Partner,PA,17601,Companion Animal,5,2,12815.9,1067.991667,152.5702381
3422,Mandarin Veterinary Clinic,1,VBS Partner,FL,32223,Companion Animal,1,3,91767.32,7647.276667,1911.819167
3427,Elburn Animal Hospital,1,VBS Partner,IL,60119,Companion Animal,5,3,7863.43,655.2858333,81.91072917
3430,Brandermill Animal Hospital,1,VBS Partner,VA,23112,Companion Animal,7,2,22565.61,1880.4675,208.9408333
